ID	EGAR00001193088	EGAR00001193082	EGAR00001193062	EGAR00001193016	EGAR00001193014	EGAR00001193032	EGAR00001193066	EGAR00001193060	EGAR00001193048	EGAR00001193040	EGAR00001193068	EGAR00001193080	EGAR00001193078	EGAR00001193064	EGAR00001193058	EGAR00001193090	EGAR00001193052	EGAR00001193018	EGAR00001193056	EGAR00001193034	EGAR00001193074	EGAR00001193028	EGAR00001193076	EGAR00001193084	EGAR00001193044	EGAR00001193012	EGAR00001193070	EGAR00001193030	EGAR00001193026	EGAR00001193046	EGAR00001193054	EGAR00001193050	EGAR00001193038	EGAR00001193022	EGAR00001193020	EGAR00001193042	EGAR00001193086	EGAR00001193024	EGAR00001193036	EGAR00001193072
15__92967325__92967513__15:92967325|92967513	0.0408	0.0769	0.0415	0	0.0763	0.0751	0.0513	0.0816	0.0745	0.0477	0.0596	0.0618	0	0.0387	0.0384	0.0365	0.0559	0	0	0.0623	0	0	0.0444	0.0769	0	0.0512	0.0219	0.0816	0	0.0478	0	0	0.0236	0.0792	0	0	0.0181	0.0132	0.0213	0.0434
15__92978234__92985673__15:92978234|92985673	0.0612	0.0923	0.0415	0.0232	0.0381	0	0	0	0.0186	0	0.0199	0.0412	0	0.0387	0	0	0.0373	0.0402	0	0	0	0.0258	0	0	0.016	0	0.0219	0.0204	0.0174	0	0.0346	0.0394	0.0157	0.0317	0	0.018	0.0181	0	0	0.0217
15__92996957__92998621__15:92996957|92998621	0.0408	0.0154	0.0829	0.3018	0.2097	0.4653	0.0684	0	0.0559	0.167	0.1788	0.103	0.0158	0.8129	0.096	0.0912	0.1678	0.0402	0.1435	0.0415	0.0685	0.1546	0.1037	0.1076	0.1916	0.1706	0.1096	0.204	0.209	0.0319	0.3111	0.5911	0.1257	0.3327	0.2385	0.0718	0.0904	0.1454	0.085	0.0217
15__92996957__93002317__15:92996957|93002317	0.102	0.2462	0.3523	0.5803	0.2097	0.4353	0.2393	0.1428	0.298	0.4294	0.1192	0.0824	0.3952	0.6194	0.1344	0.2371	0.1305	0.3421	0.1435	0.27	0.2396	0.4897	0.2963	0.2768	0.2874	0.307	0.3288	0.2448	0.1567	0.1912	0.3803	0.3744	0.3692	0.2535	0.2385	0.5565	0.3797	0.2908	0.1701	0.3691
15__93000512__93009323__15:93000512|93009323	0.0816	0.0769	0.1865	0.1973	0.0953	0.3453	0.0171	0.0612	0.0745	0.3101	0.1788	0.2266	0.2055	0.3677	0.2689	0.1641	0.1492	0.1006	0.0239	0.0831	0.0342	0.2062	0.0296	0.2153	0.1437	0.0682	0.1754	0.0816	0.2264	0.0319	0.2247	0.1576	0.2121	0.0951	0.1193	0.5565	0.0362	0.2115	0.0213	0.2388
15__93014696__93014909__15:93014696|93014909	0.0408	0.0769	0.0829	0.0464	0.0572	0.1501	0.1026	0.0204	0	0.1193	0.0993	0.1442	0.0474	0.271	0.0768	0.0547	0.1678	0.0805	0.1435	0.1038	0.0685	0.1546	0.163	0.0615	0.0798	0.0512	0.1315	0.0816	0.0871	0.0478	0.1037	0.0591	0.0628	0.0792	0.0298	0.1436	0.1085	0.185	0.0425	0.0434
15__98707562__98708107__15:98707562|98708107	0.1427	0.0923	0.1865	0.1857	0.0763	0.1201	0.1538	0.2653	0.0745	0.3101	0.0993	0.3296	0.1739	0.2516	0.1152	0.1277	0.1492	0.3219	0.2152	0.1454	0.1711	0.1289	0.1185	0.1691	0.1437	0.1023	0.1315	0.2857	0.1915	0.2071	0.1556	0.3152	0.3928	0.0792	0.1193	0.1616	0.2531	0.2776	0.1488	0.1954
15__99598430__99633173__15:99598430|99633173	0.0408	0.0769	0	0.0348	0	0.03	0.0171	0.0816	0.0372	0.0239	0.0596	0.0206	0.0632	0.1548	0.0768	0.0182	0.0373	0.0805	0.0478	0.0208	0	0	0.0889	0.0308	0.0479	0.0682	0	0.1224	0.0697	0.0319	0.0691	0.0394	0.0314	0.0475	0	0.018	0.0362	0.0397	0.0425	0
15__100564692__100565265__15:100564692|100565265	2.875	3.7079	3.4405	2.5418	2.8976	1.8914	2.8717	1.2856	2.8494	2.4331	3.3566	2.472	3.2092	7.742	2.7657	3.3919	3.8596	2.4749	1.7215	0.8514	2.8409	3.6856	2.859	2.2142	3.4969	5.1171	1.7755	3.5299	1.8806	2.3421	3.768	2.3053	3.1893	1.917	2.773	1.4183	3.5074	2.4584	3.6565	1.6282
15__101701086__101714963__15:101701086|101714963	0.0612	0.0769	0.0622	0.058	0	0.1051	0.0171	0.0408	0.0559	0	0	0.0618	0	0.1936	0.0192	0.1094	0.0932	0.0402	0	0.1038	0	0.1031	0.0741	0.0923	0	0.0682	0	0.0816	0.0174	0	0	0.0394	0.0236	0.0158	0.0596	0.0718	0.0904	0.0132	0.0213	0.0651
16__304304__314683__16:304304|314683	0.0408	0.0769	0.0829	0.0929	0	0	0	0.0408	0.0931	0.0477	0.0199	0.0412	0.079	0.1161	0.0384	0.0365	0.0373	0.1408	0.0239	0	0	0.0258	0	0	0.0479	0.0682	0.0877	0.1224	0.0522	0.0478	0.0691	0.0985	0.0314	0.0634	0.0298	0.0898	0	0.0661	0	0.0651
16__346148__347106__16:346148|347106	0.1835	0.1077	0.1036	0.0929	0.1716	0.1951	0.1026	0.0612	0.0559	0.0954	0	0.1854	0.1897	0.1742	0.1344	0.0729	0.1865	0.0805	0	0.1661	0	0.1289	0.1185	0.1691	0.0639	0.1706	0.1315	0.2448	0.0871	0.239	0.2593	0.3152	0.1493	0.0634	0.0596	0.1436	0.1808	0.0397	0.1276	0.0868
16__1314020__1320517__16:1314020|1320517	0.0408	0.0615	0.0415	0.058	0.0572	0.06	0.0342	0.0408	0	0.0239	0	0.0618	0.079	0.0774	0.0192	0.0729	0	0.0201	0.0478	0.0415	0	0.0773	0	0.0154	0.0479	0.0512	0.0438	0.0408	0.0522	0	0.1037	0.0197	0.0628	0.0317	0.0298	0.1077	0.0362	0.0264	0.0213	0.0651
16__1625973__1632365__16:1625973|1632365	0.0612	0.0462	0.1451	0.0464	0	0.03	0.0513	0	0.0186	0.0716	0.0199	0.0206	0.0632	0	0.096	0	0.1305	0.1006	0.0478	0.0208	0	0.1546	0	0.0615	0.0479	0.0171	0.1315	0.0612	0.0871	0.0797	0.121	0.0985	0.0157	0.0317	0	0.0539	0.0181	0	0.0213	0.0434
16__1809238__1809833__16:1809238|1809833	0.3874	0.5846	0.3109	0.5223	0.4956	0.4954	0.3419	0.4489	0.4283	0.3101	0.6951	0.4944	0.5533	0.6968	0.6914	0.5836	0.6153	1.0664	0.5738	0.4568	0.5819	0.6701	0.0593	0.6612	0.7026	0.6311	0.4822	0.9998	0.3657	0.5895	0.4148	0.7684	0.4321	0.3644	0.3876	0.5565	0.5424	0.608	0.5315	0.6079
16__2557703__2566453__16:2557703|2566453	0.0408	0.0308	0.0829	0.0464	0.0763	0.045	0	0	0	0.0477	0.0199	0.0206	0	0.0581	0	0	0.0746	0.0402	0	0.0831	0	0.0258	0	0.0461	0.1118	0.0512	0.0438	0.1428	0.0174	0.0319	0.0173	0.0394	0.0393	0.0951	0	0.0359	0.0181	0	0.0213	0.1085
16__3850297__3851009__16:3850297|3851009	0.0612	0.1846	0.1244	0.0696	0.1716	0.1651	0.0171	0.0612	0	0.1908	0.1192	0.0824	0.2846	0.1548	0.096	0.1459	0.1865	0.2012	0.1674	0.1038	0.1027	0.0515	0.1037	0.0615	0.0798	0.0171	0.1973	0.2244	0.0697	0.1753	0.121	0.1182	0.1335	0.1109	0.0298	0.3052	0.0723	0.0925	0.1276	0.1303
16__4466153__4469465__16:4466153|4469465	0.1223	0.1231	0.1036	0.2669	0.1144	0.2252	0.1197	0.0612	0.0745	0.1908	0.2185	0	0.1897	0.2903	0.2113	0.1824	0.2237	0.2213	0.0956	0.2492	0.0685	0.2062	0.1481	0.1691	0.1437	0.1365	0.1534	0.3265	0.1393	0.2231	0.1728	0.1576	0.0314	0.1267	0.1193	0.3411	0.1085	0.2247	0.2126	0.1303
16__5079748__5081056__16:5079748|5081056	0.0408	0.0462	0.0829	0.0812	0.0381	0.03	0	0	0	0.0716	0.0794	0	0.0632	0.0774	0.0384	0.0912	0	0.1408	0.0239	0	0.0342	0.0515	0	0	0	0	0	0.1224	0.1393	0.0797	0.0691	0.0394	0.0471	0	0	0.0539	0.0723	0	0.0638	0.0217
16__8858350__8859335__16:8858350|8859335	0.0408	0.0615	0	0.0464	0.0572	0	0.0171	0.0408	0.0559	0.0239	0.0794	0	0.0158	0.0968	0.1152	0.0365	0	0.1006	0.0239	0.0623	0	0.1031	0.0593	0	0.0958	0	0.1096	0	0.0871	0	0.0691	0	0.0314	0	0	0.0539	0	0.0793	0.0425	0.1085
16__8915254__8917156__16:8915254|8917156	0.1427	0.0615	0.0622	0.1741	0.1716	0.2402	0.0513	0.0408	0.1117	0.4532	0.2979	0.2266	0.3162	0.6	0.1344	0.2188	0.1865	0.3219	0.1913	0.2492	0.3423	0.2062	0.2074	0.1691	0.0958	0.2047	0.3288	0.0612	0.0697	0.1753	0.1728	0.197	0.2671	0.2852	0.1193	0.1077	0.0542	0.2643	0.1276	0.1954
16__8920359__8930397__16:8920359|8930397	0.0408	0.0923	0	0.0929	0.0763	0.1651	0.0342	0.0408	0	0	0.0199	0	0.1107	0.0774	0.0384	0.0912	0.0186	0	0.0478	0.0831	0	0.0258	0.0296	0.0615	0	0.0341	0.0658	0.102	0.0348	0.0637	0.0691	0.0985	0.0628	0	0	0.0898	0	0	0.0638	0
16__10414574__10440462__16:10414574|10440462	0.102	0.0769	0.0622	0.1509	0	0.1351	0.0684	0.0816	0.0931	0.0716	0.0993	0.1442	0.079	0.1548	0.0768	0.2188	0.1119	0.1408	0.0478	0.0623	0	0.0515	0.1481	0.123	0.0639	0.1023	0.1754	0.2244	0.0697	0	0.1383	0.0788	0.0943	0.0951	0.1193	0.3052	0.0362	0.1322	0.1701	0.0868
16__10430611__10431455__16:10430611|10431455	0.102	0.2616	0.2073	0.2437	0.1144	0.2402	0.0513	0.1632	0.1117	0.1431	0.1192	0.2884	0.2371	0.329	0.2689	0.2918	0.1492	0.161	0.1674	0.1454	0.1369	0.3093	0.163	0.3075	0.2395	0.2047	0.4603	0.2653	0.1567	0.2071	0.3457	0.2167	0.2514	0.1109	0.1789	0.2334	0.1989	0.2511	0.2126	0.152
16__10473479__10480964__16:10473479|10480964	0.0816	0.1077	0	0.0812	0.1334	0.03	0	0.0612	0.0745	0.3101	0.139	0.1648	0	0.2516	0.1536	0.1459	0.2051	0.0604	0.1435	0.0831	0	0.0773	0	0.1076	0.1118	0.0682	0.0877	0.0816	0.0871	0.1434	0.0691	0.0591	0.0786	0.0792	0.0298	0.1077	0.0904	0.0132	0.0638	0
16__11020193__11051641__16:11020193|11051641	0.0408	0	0.0415	0.058	0.0191	0.03	0	0	0.0372	0	0.0397	0	0.0316	0.0581	0.0576	0.0365	0.0186	0.0201	0.0478	0	0.0342	0.0258	0.0296	0.0154	0	0.0171	0.0438	0.0408	0.0174	0	0.0691	0	0.0471	0	0	0.018	0.0181	0	0.0213	0.0651
16__11020193__11061022__16:11020193|11061022	0.0816	0.0769	0.0207	0.0348	0.0191	0.0751	0.0171	0.1224	0.0559	0.0477	0.0794	0.0618	0.079	0.0968	0.0576	0.0729	0.0559	0.1207	0.0717	0.0415	0	0.1031	0.0741	0.0461	0.0639	0.0341	0.0877	0.0816	0.1045	0.0478	0.0519	0.1182	0.055	0.0951	0	0.1436	0.0723	0.1057	0.085	0
16__11120615__11126146__16:11120615|11126146	0.0408	0	0.0415	0.0464	0	0	0	0.0408	0.0931	0	0.0397	0.0412	0.0949	0.0774	0.0576	0.1094	0.0186	0.0402	0	0.0623	0.0342	0.0515	0.0444	0.0461	0.016	0.0512	0	0.1428	0	0	0.0864	0.1379	0.0314	0.0317	0.0298	0.0359	0.0362	0.1057	0.0638	0.1085
16__11846501__11846843__16:11846501|11846843	0.102	0.1539	0	0.1509	0.0953	0.2102	0.0855	0.0612	0.1676	0.1431	0	0.1854	0.0632	0.3871	0.1152	0.0729	0.2424	0.3018	0.0478	0.2077	0	0.1289	0.1037	0.246	0.2076	0.1365	0.1973	0.204	0.1393	0.2231	0.1383	0.2364	0.0707	0.1267	0.0895	0.3591	0.1808	0.1454	0.2126	0.1737
16__11846501__11847806__16:11846501|11847806	0.3262	0.0308	0.5803	0.2205	0.0763	0.6905	0.1538	0.102	0.0372	0.1431	0.0993	0.2266	0.1423	0.7936	0.557	0.2188	0.5966	0.4829	0.3826	0.3946	0.2054	0.1546	0.4	0.1691	0.6547	0.2217	0.0877	0.5713	0.2438	0.4143	0.5185	0.0788	0.5106	0.4278	0.5665	0.7361	0.3977	0.2511	0.2126	0.4125
16__11894954__11896785__16:11894954|11896785	0.0408	0.0769	0.1451	0.1045	0.1334	0.045	0.0342	0	0.0745	0.2147	0.0596	0.1236	0.0316	0.1548	0.1344	0	0	0.1408	0.0478	0.1661	0.0342	0.2062	0.0148	0.0308	0.0479	0.0512	0.1315	0.0204	0.0348	0	0.242	0	0.0628	0.0317	0	0.1616	0.0904	0.0925	0.0638	0.1737
16__13934192__13935743__16:13934192|13935743	0.0408	0.0462	0.0415	0.058	0	0.0751	0	0.0408	0.0745	0.0716	0.0993	0	0.1265	0.1161	0.1344	0.1094	0.0186	0.1207	0.0478	0.0623	0.1027	0	0.0741	0.0308	0.016	0.0341	0.1534	0.1836	0	0.0637	0	0.0591	0.0236	0	0	0.0898	0.0362	0.0132	0.1063	0.0434
16__14593301__14604226__16:14593301|14604226	0.0816	0.0923	0.1658	0.0348	0	0.1051	0.0513	0.0816	0.0745	0.0716	0.0596	0.1236	0.0474	0.1355	0.0768	0.0365	0.0559	0.1408	0.0478	0.0831	0	0.0258	0.1185	0.0923	0.0479	0.1023	0.1096	0.102	0.0697	0.0797	0.1037	0.1182	0.0236	0.0634	0	0.1975	0.0542	0.0264	0.1276	0.0651
16__14627106__14627336__16:14627106|14627336	0.367	0.3846	0.3731	0.2786	0.2859	0.3152	0.1026	0	0.149	0.4055	0.3178	0.206	0.2846	0.6774	0.2305	0.31	0.2237	0.3018	0.2152	0.2077	0.2738	0.3866	0.2666	0.2768	0.2874	0.2388	0.2411	0.6121	0.2438	0.3346	0.3111	0.3547	0.3299	0.1901	0.1789	0.2693	0.3254	0.3965	0.1913	0.0434
16__14644274__14644609__16:14644274|14644609	0.0408	0.1077	0.0622	0.1045	0.0572	0.1051	0.0171	0.102	0.0931	0.0954	0.0794	0.1236	0.0949	0.1548	0.1344	0.0912	0.0559	0.1006	0.0717	0.0623	0.1027	0.0773	0.1185	0.123	0.0798	0.1535	0.0658	0.0612	0.1567	0.1275	0.1556	0.0985	0.0786	0.0317	0	0.1257	0.0542	0	0.0638	0.0868
16__14997753__14998405__16:14997753|14998405	0.2855	0.4154	0.0622	0.383	0.5528	0.2102	0.3248	0.2041	0.2421	0.2624	0.5561	0.103	0.5691	0.7548	0.2881	0.3282	0.2424	0.1207	0.2869	0.27	0	0.3351	0.2815	0.246	0.2235	0.4605	0.4165	0.6529	0.1741	0.3665	0.2766	0.197	0.3849	0.1901	0.4771	0.1077	0.3977	0.2908	0.1276	0.1303
16__15695908__15696860__16:15695908|15696860	0.0612	0.0308	0.0207	0.0929	0	0.03	0	0	0.0372	0.0477	0.0993	0.0824	0.0316	0.0774	0	0	0.0373	0	0	0.0415	0	0.0515	0	0.0154	0.016	0.0682	0.0219	0.1836	0.0697	0	0	0.0591	0.0786	0.0317	0.0298	0.0539	0	0.0264	0	0
16__15879804__15884205__16:15879804|15884205	0.0612	0.0769	0.0207	0.1973	0.1334	0.1351	0.0342	0.0408	0.0372	0.0716	0.0596	0.0824	0.1107	0.2323	0.1152	0.0912	0.0932	0.1811	0.0478	0.0415	0.1027	0.1289	0.1037	0.0461	0.0479	0.1194	0.2411	0.0816	0.1045	0.0319	0.1383	0.197	0.0786	0.0951	0	0.2334	0.0904	0.0529	0.0638	0.1085
16__16014491__16016621__16:16014491|16016621	0.1835	0.1077	0.1036	0.0929	0.0381	0.045	0.0342	0.0204	0.0186	0.0477	0.0794	0.0618	0.0158	0.0774	0.0384	0.0912	0.1119	0.0805	0.0717	0.0415	0.1711	0.1031	0.1333	0.0769	0.0639	0.0512	0.1096	0.1224	0.0348	0.1275	0.0864	0.0394	0.0864	0.0475	0.0596	0.1077	0.0542	0.1454	0	0.0868
16__18839698__18842454__16:18839698|18842454	0.0408	0.1077	0.0415	0.1393	0.0191	0.1051	0.0342	0.0612	0.0186	0.0239	0.1986	0.0824	0.1107	0.1161	0.0192	0.0182	0.1865	0	0.0717	0.0415	0.1369	0.0258	0.0889	0	0.0319	0.1023	0.0877	0.204	0.1045	0.0478	0.1728	0.0591	0.0943	0.0792	0.0596	0.1616	0.1266	0.1322	0.0425	0.0434
16__18841565__18845651__16:18841565|18845651	0.1835	0.3231	0.3523	0.4294	0.2669	0.3603	0.1026	0.1632	0.2049	0.5486	0.2383	0.2472	0.2529	0.5613	0.3649	0.2735	0.1678	0.3018	0.1435	0.2077	0.3765	0.3866	0.163	0.2306	0.3353	0.2217	0.3726	0.3469	0.3657	0.2071	0.242	0.197	0.3299	0.301	0.1491	0.3591	0.2712	0.185	0.1276	0.4559
16__19616114__19616808__16:19616114|19616808	0.102	0.1077	0.1244	0.1625	0.1144	0.045	0.0684	0.0612	0.0559	0.1908	0.0199	0.103	0.2213	0.1936	0.096	0.0729	0.1305	0.1408	0.0478	0.0415	0.0685	0.2062	0.1481	0.1384	0.1597	0.1365	0.0658	0.1632	0.0871	0.0637	0.1728	0.197	0.0864	0.0634	0.1193	0.1616	0.1627	0.0397	0.0213	0.1303
16__21612645__21625115__16:21612645|21625115	0.0408	0	0.0415	0.0348	0	0.045	0.0855	0	0.0186	0.0239	0	0.0206	0.0158	0.0968	0.0384	0.0365	0.0186	0.0402	0.0239	0.0208	0	0	0.0444	0.0461	0	0.0341	0.0658	0.0408	0.0174	0.0637	0	0.0394	0.0236	0.0475	0.0298	0.018	0.0362	0	0.0638	0
16__21797017__21806229__16:21797017|21806229	0.0612	0.2769	0.1865	0.2669	0.2669	0.4353	0.0684	0.1428	0	0.2147	0.2383	0.2678	0.2688	0.4065	0.1729	0.1277	0.2051	0.2415	0.1913	0.0623	0.1711	0.1289	0.0741	0.2306	0.1756	0.29	0.0438	0.4693	0	0.0956	0.1556	0.2167	0.2042	0.2852	0.328	0.2154	0.1085	0.2643	0.2976	0.152
16__21797017__21818761__16:21797017|21818761	0.0612	0.0308	0.0207	0.0812	0	0.045	0	0	0	0.0477	0.0794	0.103	0.079	0.1161	0.0384	0.0365	0.0559	0.0201	0.0239	0	0	0	0	0.0308	0.0958	0	0	0.0408	0.0174	0.0159	0.0173	0	0.055	0.0475	0.0298	0.018	0	0.0529	0	0
16__22349279__22349849__16:22349279|22349849	0.2243	0.4616	0.4145	0.5223	0.305	0.3603	0.1197	0.2449	0.2421	0.4532	0.3972	0.3296	0.411	0.7355	0.4994	0.2188	0.317	0.5634	0.1913	0.2907	0.2396	0.3093	0.3703	0.369	0.4152	0.3411	0.5918	1.061	0.296	0.2231	0.605	0.4926	0.3378	0.2852	0.1491	0.5924	0.4339	0.3436	0.4889	0.3039
16__24032136__24035547__16:24032136|24035547	0.1223	0.0462	0.0829	0.1625	0.0953	0.1801	0	0	0.0372	0.1193	0.1192	0.103	0.079	0.2516	0.1344	0.0912	0.1678	0.1006	0.0478	0.0623	0.2396	0.1031	0.1037	0.1691	0.1277	0.0853	0.1315	0.2448	0.0348	0.1115	0.1383	0.0985	0.0943	0.0792	0.2087	0.2513	0.1808	0.1057	0.1488	0.0651
16__24776933__24778468__16:24776933|24778468	0.0408	0	0.0207	0.0232	0	0.045	0	0.0204	0	0.0477	0.0397	0	0.0316	0.0387	0	0	0.0746	0.0201	0.0239	0.0415	0	0.0258	0.0148	0.0154	0.0319	0.0512	0.0658	0.0816	0.0348	0.0478	0.0173	0.0197	0.0236	0.0158	0	0.0539	0	0.0264	0.085	0.0217
16__24968351__24970580__16:24968351|24970580	0.0612	0.0462	0.0207	0.058	0	0.06	0.0513	0	0	0.0954	0.0596	0	0.0158	0.0581	0.0384	0	0	0.0201	0	0	0	0	0	0.0615	0	0.0341	0.0658	0.0408	0.0348	0.0159	0.0346	0.0394	0	0	0	0	0.0362	0.0529	0.0638	0.0217
16__25140171__25151615__16:25140171|25151615	0.0408	0	0.0415	0.0464	0.0191	0.1201	0	0.0204	0	0.1193	0	0	0.0474	0.0774	0.0384	0.0729	0	0.0604	0	0.0623	0.0685	0	0.0741	0.0615	0.0319	0.0682	0.1096	0.1428	0.0522	0.0797	0.0691	0.0197	0.0314	0.0158	0.0596	0.0718	0.0542	0.0397	0	0.0217
16__27213585__27215008__16:27213585|27215008	0.2243	0.8308	0.7254	0.65	0.1334	0.1951	0.1197	0.0816	0.3725	0.6441	0.5164	0.721	0.332	0.2903	0.9603	0.4741	0.2424	0.4427	0.6456	0.3115	0.753	0.6186	0.2518	0.5535	0.7824	0.3923	0.285	0.959	0.2264	0.1593	0.9334	0.3744	0.2671	0.4753	0.3578	1.0233	1.1028	0.1322	0.4464	0.2605
16__27213585__27215989__16:27213585|27215989	0.0408	0	0	0	0.0381	0.0751	0.0171	0.0408	0	0.0954	0	0	0.079	0.1936	0	0	0.0559	0.0402	0	0.0623	0	0	0.0296	0.0615	0	0.0853	0.0219	0.0612	0.0522	0.0478	0.0346	0	0.11	0.0317	0	0	0	0.0661	0.0638	0.0434
16__27434347__27437687__16:27434347|27437687	0.0816	0.1231	0.0829	0.1045	0.0381	0.1801	0.0171	0.0612	0.0559	0.2147	0.0397	0.206	0.1107	0.1355	0.1152	0.0365	0.0559	0.1207	0.0478	0.0831	0.0342	0.2062	0.0741	0.0769	0.0798	0.1194	0.1534	0	0.0871	0.0956	0.1037	0.1182	0.11	0.0792	0.0596	0.2513	0.1266	0.0529	0.1276	0.0868
16__28101458__28101945__16:28101458|28101945	0.0408	0.0308	0.0829	0	0	0.015	0.0171	0	0	0	0	0.0618	0	0.0387	0.096	0.0365	0	0.0402	0.0717	0	0.0342	0	0.0296	0	0	0	0.0438	0.0612	0.0174	0	0.0346	0.0197	0.0236	0.0317	0	0.0539	0	0	0	0.0434
16__28121670__28132403__16:28121670|28132403	0.0408	0	0.0415	0.0348	0	0.015	0.0171	0	0.0186	0	0.0397	0	0	0.0387	0	0	0.0186	0.0402	0.0239	0.0415	0	0.0773	0	0	0.0479	0.0341	0.0438	0	0	0.0319	0.0173	0	0.0079	0	0.0895	0.0718	0.0362	0.0397	0	0.0434
16__28146094__28156527__16:28146094|28156527	0.0612	0.0154	0.0207	0.0232	0.0191	0.03	0.0171	0.0408	0	0	0	0.0618	0.0632	0.0387	0.0768	0	0	0.0805	0	0	0.0342	0.0515	0	0.0154	0.0319	0.0853	0.0219	0.0816	0.0174	0	0.0519	0	0.0236	0	0	0.0539	0	0.0132	0.0425	0.0434
16__28166508__28169909__16:28166508|28169909	0.2039	0.1385	0.2073	0.2437	0.1144	0.3603	0.0684	0.0612	0.1117	0.1908	0.1589	0.1236	0.2055	0.3097	0.2497	0.2006	0.1119	0.0604	0.1435	0.1661	0.2738	0.1289	0.0889	0.2153	0.1277	0.2388	0.1973	0.2244	0.1741	0.1753	0.242	0.2561	0.1493	0.2376	0.0895	0.4309	0.1627	0.2643	0.1488	0.1303
16__28175898__28181031__16:28175898|28181031	0.0612	0.0769	0.0207	0.0232	0	0.045	0.0513	0.0408	0	0.0477	0.0596	0	0.0474	0.0387	0	0	0.0932	0	0	0.0415	0.0342	0	0.0148	0	0	0	0	0.102	0.0174	0.0319	0.0519	0.0591	0.0314	0	0	0.0539	0.0181	0	0.0425	0
16__29809540__29809764__16:29809540|29809764	0.0408	0.0154	0	0.0232	0	0.03	0	0	0	0	0.0397	0.0206	0.0158	0.0387	0.0384	0.0365	0	0.0201	0	0.0208	0.0685	0	0.0148	0.0615	0	0.0512	0.0438	0.0204	0.0348	0.0319	0.1037	0.0591	0.0314	0.0317	0	0.0359	0	0	0	0
16__29833733__29834066__16:29833733|29834066	0.2039	0.0615	0.0622	0.0812	0.0191	0.045	0.0171	0.0408	0.0559	0.5009	0.0794	0.103	0.0474	0.271	0.0576	0.0365	0.0932	0.4628	0.0478	0.0623	0.1027	0.4124	0.1185	0.0615	0.0479	0.0682	0.1973	0.0816	0.0697	0.0637	0.0173	0.3744	0.0943	0.1584	0.4771	0.1616	0.5062	0.0793	0.1276	0.2171
16__30479091__30479461__16:30479091|30479461	0.1835	0.2154	0.1658	0.2205	0.2097	0.3453	0.1026	0.0408	0.0559	0.2147	0.1986	0.309	0.3162	0.6387	0.2881	0.2371	0.578	0.3219	0.0717	0.1869	0.1711	0.232	0.2815	0.2768	0.0798	0.1876	0.285	0.4489	0.1567	0.1753	0.3975	0.335	0.3299	0.2376	0.0596	0.4129	0.217	0.2643	0.1701	0.2388
16__30483827__30484263__16:30483827|30484263	0.9787	1.677	1.7203	3.1337	1.9635	2.2366	1.4529	1.4488	1.583	2.7194	1.9663	2.5338	1.6599	0.8516	2.4007	1.1671	3.0019	2.6962	0.9803	1.5159	2.0879	0.3351	2.1924	1.3377	1.9001	2.1833	2.2139	2.4485	2.0547	1.7367	1.763	0.3744	3.2286	1.6952	1.6697	4.2548	2.4226	1.705	1.5944	1.6934
16__30496097__30496566__16:30496097|30496566	0.2855	0.4308	0.6632	0.6267	0.2097	0.2102	0.3931	0.1632	0.5959	0.5725	0.1986	0.515	0.7904	0.2129	0.8643	0.8024	0.6526	0.3421	0.1674	0.6437	0.4792	0.799	0.5777	0.2306	0.2235	0.7164	0.833	1.2242	0.4876	0.6851	0.8469	0.7487	0.1728	0.4753	0.5367	1.1669	0.217	0.2115	0.8078	0.1737
16__30499074__30499489__16:30499074|30499489	0.0816	0.1539	0.1244	0.2321	0.2669	0.3903	0.0855	0.102	0.2421	0.0716	0.437	0.0412	0.3162	0.1936	0.2881	0.3282	0.2237	0.2213	0.1674	0.2077	0.2396	0.2577	0.4592	0.2306	0.3673	0.0512	0.1754	0.0408	0.209	0.2231	0.1556	0.2364	0.2592	0.2535	0.2684	0.4309	0.1085	0.2643	0.2551	0.2822
16__30704064__30704315__16:30704064|30704315	0.102	0.0308	0.1036	0.1393	0.0763	0.045	0.1197	0.0408	0.0372	0.0954	0.0397	0.0206	0.0949	0.0774	0.0384	0.0547	0	0.0604	0	0.0831	0	0.0258	0.0444	0.0154	0	0.0341	0.0219	0.1428	0.0697	0.0956	0.0346	0.0788	0.0079	0.0475	0	0.0718	0.0362	0.0264	0.0213	0.0651
16__31722626__31723353__16:31722626|31723353	0.7748	1.0154	0.9948	1.4276	1.0485	1.6812	0.5983	0.6734	0.5215	1.2643	1.291	0.8858	1.1382	2.1291	1.2676	0.8206	1.0441	1.167	0.8608	1.2875	0.6503	1.5206	1.0518	0.9072	0.9421	0.8187	1.2714	1.6731	0.6791	1.2428	1.0889	1.5959	1.1548	0.7763	0.7454	1.5978	0.9582	1.1102	0.9992	1.3026
16__46967513__46968164__16:46967513|46968164	0.0816	0	0.0622	0	0	0	0	0.0408	0	0	0.0199	0.0206	0.0474	0.1161	0.096	0.0365	0.0186	0.0604	0	0.0208	0	0	0.0444	0	0.016	0	0.0219	0.0612	0	0.0319	0.0173	0.0197	0.0157	0.0158	0.1193	0.018	0.0181	0	0.0425	0
