ID	EGAR00001193088	EGAR00001193082	EGAR00001193062	EGAR00001193016	EGAR00001193014	EGAR00001193032	EGAR00001193066	EGAR00001193060	EGAR00001193048	EGAR00001193040	EGAR00001193068	EGAR00001193080	EGAR00001193078	EGAR00001193064	EGAR00001193058	EGAR00001193090	EGAR00001193052	EGAR00001193018	EGAR00001193056	EGAR00001193034	EGAR00001193074	EGAR00001193028	EGAR00001193076	EGAR00001193084	EGAR00001193044	EGAR00001193012	EGAR00001193070	EGAR00001193030	EGAR00001193026	EGAR00001193046	EGAR00001193054	EGAR00001193050	EGAR00001193038	EGAR00001193022	EGAR00001193020	EGAR00001193042	EGAR00001193086	EGAR00001193024	EGAR00001193036	EGAR00001193072
15__51781044__51782828__15:51781044|51782828	0.0816	0.0462	0.0415	0.1625	0.1525	0.045	0.0513	0.0408	0.0186	0.0477	0.0397	0.0412	0.0949	0.2129	0.1536	0.0729	0.0932	0.0604	0.1195	0.0831	0.0342	0.0258	0.0889	0.0308	0	0.0682	0.1096	0.0816	0.209	0.0797	0.0864	0.0788	0.1021	0.1426	0.1789	0.0539	0.0904	0.0397	0.0638	0.0217
15__51896419__51902036__15:51896419|51902036	0.102	0.0154	0.0207	0.0348	0.0191	0	0	0.0408	0	0.0477	0.0794	0.0618	0	0.0194	0.0192	0	0.0559	0.0604	0	0.0415	0.1027	0	0.0444	0.0154	0.0479	0	0	0.0816	0	0.0159	0.0346	0.0394	0.0236	0.0634	0	0	0.0362	0.0529	0	0
15__57231152__57234107__15:57231152|57234107	0.0408	0.0154	0.0415	0.058	0.0763	0.0901	0.0171	0.0816	0.0931	0.1431	0.0794	0.103	0.0632	0.0581	0.0768	0.0547	0	0	0	0.1454	0.0342	0.0258	0.0296	0.0615	0.016	0.0512	0.0658	0.1224	0.0522	0.0319	0.1037	0.0591	0.0314	0.0317	0.0895	0.0718	0.0723	0.0397	0.0425	0.0868
15__58621471__58643978__15:58621471|58643978	0.0408	0.0154	0.0207	0.0464	0.0381	0.1051	0	0	0.0372	0.0477	0	0.0824	0.079	0.1161	0.0192	0.0182	0.0746	0.0402	0	0.0208	0	0.1546	0.0296	0.0308	0.0798	0.0171	0	0.102	0.0174	0.0956	0.0519	0.0394	0.0471	0	0	0.1616	0.0362	0.0661	0.0425	0.0651
15__58886975__58887540__15:58886975|58887540	0.0816	0.1539	0.3316	0.1045	0.0191	0.2102	0.0513	0.0612	0.0559	0.1193	0.0596	0.0618	0	0	0.0192	0	0.1305	0.161	0.0956	0.0208	0	0	0.1481	0.1538	0.1277	0.1023	0.0219	0.204	0	0.0319	0.1383	0.1773	0.0079	0.0792	0	0.0359	0.0904	0.1718	0.1063	0.2822
15__58912563__58916999__15:58912563|58916999	1.6108	2.7078	2.6529	3.0292	2.1351	3.4375	1.4529	0.2041	1.4712	4.0791	0.8739	2.1836	2.5452	1.4903	3.0922	2.3707	2.573	3.1791	2.0323	1.1214	1.506	2.9639	0.4296	2.5525	2.3632	2.5585	2.9373	4.6521	1.6717	2.5811	0.4321	3.2313	2.553	2.2814	2.0574	3.7162	0.5243	2.3659	0.5527	2.2144
15__59030804__59031702__15:59030804|59031702	0.0408	0.0615	0.0207	0.058	0.0572	0.03	0.0171	0.0408	0	0	0	0.0206	0.079	0.0581	0.0384	0.0182	0.0373	0.1006	0	0.0415	0	0.0258	0.0444	0.0308	0.0479	0.1194	0.0438	0.102	0.0348	0	0.0346	0	0.0236	0.0634	0.0298	0.0898	0	0.0529	0.0213	0.1085
15__59091059__59092640__15:59091059|59092640	0.0612	0.0308	0.0415	0.0348	0	0.03	0.0171	0.0408	0.0559	0.0239	0.0397	0.0206	0.1107	0.1161	0.0576	0.0365	0	0.0604	0.0478	0.0415	0.1711	0.1031	0.0741	0.123	0.0479	0.0171	0.0877	0.1224	0.1219	0.0319	0.0173	0.0788	0.0314	0.0792	0	0.1257	0.0362	0.0529	0.0425	0.0217
15__59671183__59672739__15:59671183|59672739	0.0408	0	0.0415	0.0464	0.0381	0	0	0.0204	0.0559	0.0477	0.0397	0.0618	0.0474	0.0968	0.0384	0.0182	0.0746	0.0201	0.0478	0	0.0685	0	0.0593	0.0615	0	0.0171	0.0438	0.0612	0.0348	0.0478	0.0346	0	0.0314	0.0158	0.1193	0.0718	0.0181	0	0.0638	0
15__59671183__59680308__15:59671183|59680308	0.0612	0	0.1036	0.0116	0.0191	0.06	0	0.0612	0.0186	0	0.0794	0.0206	0.0632	0	0.0768	0.0729	0.0186	0.0402	0	0.0415	0	0.0258	0.0296	0	0.0798	0.0341	0.0438	0.0408	0	0.0159	0.1037	0.0197	0.0707	0.0158	0.0298	0.0359	0.0723	0.0529	0	0.0434
15__61991000__61991802__15:61991000|61991802	0.0408	0.0923	0.0207	0.0929	0.0191	0.015	0.0513	0.0408	0	0.0239	0.0199	0.103	0.0632	0.1548	0.0384	0.0365	0.0373	0.0201	0.0239	0.1038	0.0342	0	0.1185	0.0769	0.0319	0	0.0438	0.102	0.1045	0.0319	0.0519	0.0394	0.0471	0.0475	0	0.0718	0.1085	0.0264	0.1063	0
15__62007308__62013992__15:62007308|62013992	0.5301	0.5385	0.6011	0.5107	0.4575	0.7656	0.3248	0.3673	0.4097	0.978	0.5363	0.8652	0.664	1.0645	0.9411	0.8389	0.8204	0.4024	0.3826	0.5399	0.6503	0.8505	0.637	0.4459	0.8782	0.8699	0.3946	1.2651	0.296	0.1753	0.6568	0.6502	0.5735	0.7921	0.6858	0.9694	0.6689	0.5816	0.4464	0.6513
15__62020479__62044255__15:62020479|62044255	0.1427	0.0923	0.1036	0.2205	0.1144	0.1201	0.1026	0.1224	0.0559	0.2863	0.0794	0.206	0.2055	0.1742	0.096	0.1459	0.1305	0.2616	0.0478	0	0.2054	0	0.0889	0.1384	0.1597	0.1365	0.1315	0.204	0.0871	0.1753	0.2074	0	0.2042	0.1743	0.1193	0.1436	0.1627	0.185	0.085	0.1954
15__62033441__62044255__15:62033441|62044255	0.1631	0.1692	0.1451	0.1045	0.0953	0.2102	0.1026	0.1224	0	0.2385	0.1986	0.309	0.1265	0.3097	0.2497	0.0729	0.2051	0.2817	0.1674	0.0831	0	0	0.0741	0.123	0.1756	0.2217	0.1973	0.2448	0	0.0637	0	0.335	0.2042	0.1109	0.0596	0.2154	0.1989	0.1322	0.085	0.0868
15__63529014__63537156__15:63529014|63537156	0.102	0.0462	0.0207	0.1277	0.1525	0.1201	0.0513	0	0.0372	0.0716	0.1589	0.1648	0.0316	0.1742	0.0384	0.1459	0	0.1006	0	0.0415	0.0342	0.0258	0.0889	0.1076	0.0798	0.1194	0.0438	0.1224	0	0.0956	0.1037	0.0394	0.0707	0.0475	0.0298	0.0359	0.1085	0.0793	0.0425	0.0434
15__63529014__63563008__15:63529014|63563008	0.0408	0	0.0207	0.0348	0.0191	0.045	0	0.0204	0	0	0	0.0206	0.0632	0	0.0384	0	0.0186	0.0402	0	0	0.0685	0	0.0148	0.0154	0.0319	0.0341	0.0219	0	0.0348	0	0.0691	0.0197	0.0628	0.0317	0	0	0	0.0397	0.0425	0
15__63532647__63537156__15:63532647|63537156	0.5505	0.6	0.7047	0.4875	0.6672	0.5104	0.3931	0.4489	0.1676	0.8826	0.3972	0.6386	0.4426	1.0645	0.7682	0.62	0.3729	0.8048	0.5499	0.4153	0.2396	0.3093	0.3259	0.4459	0.6547	0.3411	0.4603	0.959	0.4353	0.4621	0.6914	0.6108	0.4635	0.2535	0.328	0.6283	0.6509	0.4626	0.3827	0.5427
15__63532647__63563008__15:63532647|63563008	0.0612	0.0923	0.228	0.1625	0.0763	0.1951	0.1367	0.0408	0.0372	0.1908	0.1788	0.0618	0.2213	0.271	0.1536	0.0912	0.1119	0.1811	0.0956	0.1246	0.3081	0.1031	0.1778	0.1691	0.2235	0.1023	0.1096	0.2653	0.209	0.0956	0.0173	0.197	0.165	0.0792	0.0298	0.3052	0.1446	0.119	0.085	0.0651
15__63696124__63716473__15:63696124|63716473	0.102	0.1385	0.2487	0.383	0.2478	0.6305	0.1197	0.1632	0.2421	0.1908	0.1986	0.206	0.2846	0.5807	0.3073	0.2371	0.261	0.2415	0.1195	0.27	0.1369	0.4381	0.2815	0.1384	0.2235	0.29	0.3069	0.4897	0.1393	0.239	0.2593	0.3547	0.0628	0.3327	0.0895	0.4847	0.1446	0.3172	0	0.1737
15__63706780__63716473__15:63706780|63716473	0.102	0.1539	0.2073	0.383	0.0191	0.2702	0.0342	0.0816	0.0745	0.0716	0.1192	0.2472	0.1739	0.0581	0.096	0.2371	0	0.2817	0.0239	0.2907	0.1369	0.0515	0.0593	0.0308	0.2076	0.1365	0.2192	0.4489	0.1393	0.2549	0.2766	0.1576	0.1414	0.1109	0	0.3231	0.1446	0.1057	0.2338	0.0651
15__63712775__63716473__15:63712775|63716473	0.102	0.0308	0.0829	0.1161	0.0572	0.0901	0.0342	0.0612	0.0931	0.1193	0.0199	0.0206	0.0632	0.1936	0.0576	0.0912	0.1678	0.0604	0.1195	0.0623	0	0.2062	0.0593	0.0308	0.1118	0.0512	0.0438	0.0816	0.0871	0.0478	0.0519	0.1182	0.0943	0.0792	0.0895	0.1257	0.0723	0.0529	0.0213	0.0868
15__64118117__64118854__15:64118117|64118854	0.0612	0.1385	0.0207	0.0929	0	0.0751	0	0.0204	0	0	0.1986	0.0618	0.0632	0.2903	0.0576	0.1094	0	0.0201	0	0	0.1027	0	0.0593	0.1384	0.0798	0.1023	0.1534	0.1836	0.0174	0.0797	0.121	0	0.1257	0.0475	0.0895	0.1257	0.0181	0.1454	0.085	0.1085
15__64499293__64500166__15:64499293|64500166	4.2616	6.2157	6.9847	9.2967	4.4036	9.6371	3.0939	4.0404	4.6186	8.6829	6.733	5.9533	11.4456	9.6388	9.7374	7.0938	8.3904	8.7325	3.5865	7.9118	4.8261	8.3764	6.3551	7.4268	8.4947	8.0509	8.0665	10.0796	6.9478	7.1698	8.1409	7.566	8.5468	5.9728	5.6652	11.5616	7.6295	6.1856	7.2279	7.1859
15__64974602__64983593__15:64974602|64983593	0.2651	0.3539	0.2902	0.2321	0.3241	0.2552	0.1197	0.2653	0.2049	0.4294	0.3178	0.2266	0.3162	0.6	0.4033	0.2553	0.317	0.3823	0.3108	0.3115	0.1369	0.3351	0.237	0.3075	0.3513	0.2217	0.3069	0.7754	0.2612	0.5098	0.3803	0.4532	0.3299	0.3802	0.2087	0.4488	0.1627	0.3701	0.4252	0.1954
15__65178934__65180204__15:65178934|65180204	0.3262	0.6462	0.3523	0.5803	0.4385	0.8706	0.2906	0.4285	0.3352	0.6202	0.4767	0.7004	0.5059	1.1226	0.749	0.383	0.4661	0.7847	0.5021	0.3946	0.6503	0.7732	0.5629	0.5228	0.7345	0.614	0.9426	1.1222	0.4527	0.6851	0.5185	0.6699	0.7463	0.5387	0.1789	0.9515	0.5243	0.6873	0.6165	0.4125
15__65669779__65670188__15:65669779|65670188	0.102	0.0462	0.0829	0.0116	0	0.06	0	0	0	0.0477	0.0199	0.0618	0.0474	0.0194	0.0192	0.2006	0.0186	0.0201	0.0239	0	0	0	0.0148	0	0	0.0171	0.0658	0.0612	0.0174	0.0159	0.0346	0.0591	0.0157	0	0.0596	0.0359	0.0181	0	0.0213	0
15__65702305__65703008__15:65702305|65703008	0.0408	0.0308	0.0415	0.0696	0.0381	0.0901	0.0513	0.0204	0.0372	0.2385	0.0794	0.0206	0.0316	0.0774	0.0576	0.0729	0.0746	0.0805	0	0.0415	0.0685	0.0773	0.0444	0.0461	0.0798	0.0512	0.0438	0.0204	0.1045	0.0478	0.0346	0.0394	0.0393	0.0634	0.0298	0.1077	0.0362	0.0793	0	0.0651
15__65722848__65732818__15:65722848|65732818	0.0408	0.0615	0	0.0464	0	0.03	0	0.0612	0.0186	0.0239	0.0397	0.0412	0.0316	0.0774	0.0384	0.0365	0	0.0604	0.0717	0	0	0	0.0741	0	0.0798	0	0.0438	0.1224	0.0522	0.0159	0	0	0	0.0634	0.1193	0.018	0.0362	0.0264	0	0.0217
15__65737707__65738875__15:65737707|65738875	0.1223	0.0923	0.1244	0.0812	0.0381	0.0751	0.0171	0	0.0372	0.167	0.0794	0.0412	0.0474	0.1355	0.096	0.0365	0.0373	0.1811	0	0.0831	0.1369	0.0515	0.0444	0.0769	0.1118	0.0171	0.0877	0.1836	0.0348	0.0478	0.0691	0.0197	0.0864	0.1109	0.0596	0.0718	0.0181	0.0925	0.0213	0.1085
15__66435027__66436892__15:66435027|66436892	0.0408	0	0	0.0812	0	0	0.0171	0	0.0186	0	0.0397	0	0.0158	0.0194	0.0192	0.0547	0.0186	0.0402	0.0717	0.0208	0	0.0258	0.0148	0.0154	0.0319	0.0512	0	0.0816	0	0.0159	0	0.0394	0.055	0	0	0.0359	0.0542	0	0.0425	0
15__67231814__67236820__15:67231814|67236820	0.0816	0.0923	0.1244	0.1625	0.1144	0.0901	0.0513	0.0816	0.0931	0.1193	0.0794	0.1854	0.1107	0.1936	0.1344	0.0182	0.1678	0.161	0.1195	0.1246	0.0685	0.1031	0.1333	0.1538	0.2395	0.1365	0.0877	0.3265	0.0348	0.1434	0.1037	0.0788	0.055	0.0951	0.0895	0.1257	0.0362	0.0661	0.085	0
15__68141946__68146700__15:68141946|68146700	0.1835	0.0923	0.2073	0.1277	0.0763	0.3152	0.0855	0.0816	0.0931	0.2385	0.1788	0.1648	0.1107	0.3871	0.2881	0.1824	0.1865	0.1408	0.1195	0.1454	0.1711	0.2835	0.1037	0.1691	0.1756	0.1535	0.1315	0.3877	0.1219	0.0956	0.121	0.1576	0.165	0.2376	0.1789	0.1616	0.1085	0.119	0.1701	0.2605
15__68141946__68153695__15:68141946|68153695	0.0408	0.0462	0.0622	0.058	0	0.0901	0.0513	0.0408	0	0.0477	0.139	0.0412	0	0.0581	0.1729	0.0547	0.0373	0.0604	0	0.0623	0.1027	0	0	0.0154	0.0639	0.0341	0.0658	0.0612	0	0.0478	0.0173	0.0591	0.055	0.0634	0.0298	0.1077	0.0723	0.0661	0.0425	0.0217
15__68141946__68164804__15:68141946|68164804	0.0408	0.0462	0	0.0696	0.0191	0.015	0	0.0816	0.0372	0.0954	0.0199	0.0412	0.079	0.1161	0.096	0.0547	0.0932	0.1006	0.0956	0.0415	0.0342	0	0.0296	0	0.0798	0.0171	0.0438	0.0816	0.0174	0	0.1037	0	0.0314	0	0	0.0539	0	0.0529	0.085	0.0217
15__68175637__68176654__15:68175637|68176654	0.0408	0.0615	0.1036	0.0812	0.0572	0.0901	0.0855	0.0612	0.0745	0.0239	0	0.1236	0.1265	0.1936	0.1536	0.0182	0.0186	0.1207	0.0478	0	0.0685	0.1289	0.1185	0.0769	0.1437	0.1023	0.1315	0.1632	0.0522	0.0797	0.1037	0.0591	0.0393	0.0475	0.0895	0.1436	0.0542	0.1057	0.0213	0.0217
15__72518067__72544964__15:72518067|72544964	0.102	0.0462	0.1036	0.1277	0.0381	0.015	0	0	0.0186	0	0.1192	0.0824	0.0158	0.1355	0.0768	0.0912	0.0559	0.0805	0	0.0831	0.0342	0.0515	0.0296	0.1538	0.0479	0.0341	0.1096	0.1224	0.0348	0.0637	0.1037	0.0394	0.0628	0	0.0596	0.1436	0.0181	0.0793	0.1276	0
15__72518067__72555907__15:72518067|72555907	0.0816	0	0	0.1161	0	0.0901	0.0342	0.0816	0	0.0239	0.1192	0.1442	0.0474	0.0774	0.1729	0.0547	0.0559	0.0402	0.0478	0.0208	0.1027	0.0515	0.0148	0.0308	0.0319	0.0512	0.0658	0.0816	0.1045	0.1115	0.0864	0.1379	0.0471	0.0158	0	0.0898	0.0362	0.1057	0	0.0434
15__72760407__72775097__15:72760407|72775097	0.0816	0.0308	0.0415	0.0696	0.0191	0.0751	0	0	0.0559	0.0716	0.0199	0.103	0.0158	0.0581	0.0576	0.0729	0.0373	0.1207	0	0.0623	0	0	0.0741	0.0461	0	0.0171	0.0438	0.0612	0	0.0159	0.1037	0.0394	0.0707	0.0158	0.0298	0.0718	0.0181	0.0264	0	0.1303
15__72771783__72775097__15:72771783|72775097	0.102	0.1077	0.0415	0.1973	0.0381	0.1651	0.0342	0.0612	0	0.0954	0.1589	0.1236	0.0632	0.1548	0.0576	0.0365	0.0932	0.1408	0.0717	0.0831	0	0.1031	0.0593	0.0769	0.0958	0.1194	0.1315	0.1224	0.1393	0.1115	0.0864	0.0591	0.165	0.1267	0.1193	0.0898	0.0723	0.0925	0.085	0.0651
15__74655733__74656068__15:74655733|74656068	0.1223	0.0462	0.1036	0.0696	0	0.015	0.0342	0	0	0.1193	0.0596	0.0412	0.0474	0.1742	0.0576	0.0182	0.0746	0.0402	0.1435	0.0415	0	0.0258	0.0148	0.0615	0.016	0.0171	0.0219	0.1224	0	0.0637	0.1383	0.1182	0.055	0	0.0895	0.1077	0.0181	0.0529	0.0638	0.0434
15__74671455__74675142__15:74671455|74675142	0.0408	0.0615	0	0.0232	0.0191	0.0751	0.0342	0	0.0186	0	0.0397	0.0412	0.0316	0.0387	0.0576	0	0.0186	0.0604	0.0239	0.0208	0.0685	0	0.0444	0.0154	0.0479	0.0853	0.1315	0.0408	0.0348	0	0.0173	0.0591	0.0471	0	0.0298	0.1257	0.0542	0.0529	0.0638	0.0651
15__74926766__74929232__15:74926766|74929232	0.0408	0.0769	0.1036	0.058	0.0572	0.1051	0.0684	0.0816	0.0372	0.0954	0.0596	0.0618	0.0316	0.1936	0	0.0912	0.0746	0.1006	0.0478	0.0415	0.1027	0.0515	0.0444	0.0308	0.0319	0.0853	0.0877	0.1224	0.0697	0.0797	0.0173	0.1182	0.0864	0.0634	0.0596	0.1795	0.0542	0.0529	0.1488	0.0651
15__75617408__75621056__15:75617408|75621056	0.0408	0.0769	0.0207	0.0116	0.0381	0.0901	0.0513	0	0.0186	0	0.0596	0.0618	0.0474	0.0387	0.0384	0	0.0373	0.0604	0	0.0831	0	0	0.0444	0.0308	0.1118	0	0.0219	0.1224	0.0174	0.0319	0.0346	0.0591	0.0236	0	0.0596	0.0359	0	0.0529	0	0.0217
15__75859878__75873568__15:75859878|75873568	0.4078	0.6308	0.4767	0.9865	0.4956	0.8556	0.359	0.3265	0.447	0.6918	0.6554	0.8446	0.6165	1.1807	0.749	0.5288	0.578	0.6439	0.4304	0.6437	0.4792	0.7474	0.6666	0.4767	0.8303	0.7505	0.7453	1.3671	0.4179	0.6851	0.605	0.8472	0.6206	0.4753	0.5367	1.1131	0.7593	0.608	0.659	0.7164
15__75868951__75873568__15:75868951|75873568	0.0408	0.1385	0.1658	0.0812	0.0381	0.1951	0.0171	0	0.0745	0.1908	0.0993	0.103	0.1107	0.329	0.0768	0.1277	0.1305	0.161	0	0.1038	0.0342	0.1031	0.163	0.1384	0.0639	0.1535	0.1534	0.2244	0.0522	0.1115	0.1037	0.1773	0.11	0.0475	0.0596	0.1616	0.1266	0.1454	0.1488	0.1085
15__75876187__75883424__15:75876187|75883424	0.0408	0.0923	0.0207	0.0348	0.0572	0.045	0	0.0408	0.0186	0.0954	0.0596	0.0824	0	0.1742	0.1152	0.0547	0	0.1006	0	0.1246	0.1027	0.0515	0.0593	0.0923	0.016	0.0512	0.0877	0.0612	0.0697	0.0319	0.0691	0.1182	0.0786	0.0634	0	0.1795	0.1808	0.0264	0.0425	0.2171
15__75913203__75917394__15:75913203|75917394	0.0612	0	0.0207	0.0464	0	0	0.0513	0	0	0.0239	0.0596	0.0824	0	0.0387	0.0576	0	0.0186	0.0201	0	0	0.0342	0.0515	0.0296	0	0.0798	0.0171	0.0219	0.0408	0	0.0159	0.0519	0	0.0471	0.0158	0	0.018	0	0.0264	0.1063	0
15__76274412__76295737__15:76274412|76295737	0.0408	0.0154	0.0829	0.0929	0.0953	0.045	0	0.0204	0	0	0	0.0412	0.0316	0.0194	0	0.0182	0.0186	0.1006	0.0239	0.0208	0	0	0.1185	0.0154	0	0.0512	0.1315	0	0.0348	0.0478	0.0173	0.0394	0.0314	0	0.0298	0	0.0723	0.0397	0	0.0217
15__76287846__76292700__15:76287846|76292700	0.0408	0.0615	0.0415	0.0929	0.0381	0.0751	0.0513	0.0204	0.0559	0	0	0.0618	0.0158	0.2129	0	0.0912	0.0746	0.0604	0.0478	0.0415	0	0.1289	0.1037	0.0615	0	0.0512	0.0877	0.1836	0.0348	0.0956	0.0173	0.0591	0.0471	0.0475	0	0.1795	0.0542	0.0661	0.0425	0.1303
15__76292431__76295737__15:76292431|76295737	0.0612	0.0308	0.0207	0.0348	0	0.0751	0	0.0204	0	0.0954	0	0.0206	0	0.0581	0.0576	0.0365	0.0373	0	0.0478	0	0	0.0258	0.0296	0.0308	0.016	0.0171	0.0658	0.0408	0.0522	0.0478	0.0173	0	0.0393	0	0	0.0539	0.0362	0.0397	0.0425	0
15__76857809__76862533__15:76857809|76862533	0.0408	0.0769	0	0	0.0572	0.03	0	0	0.0372	0.0239	0.0397	0.0206	0.0158	0.0968	0.0192	0.0729	0.0373	0.0402	0	0	0.0685	0.0515	0.0444	0.0461	0.0319	0.0682	0.0438	0.0408	0.0174	0.0159	0.0346	0	0.0157	0.0317	0.1491	0.0359	0.0181	0	0.0425	0
15__78470532__78471924__15:78470532|78471924	0.0408	0	0.0415	0.0348	0	0.015	0.0684	0.0204	0.0559	0	0.0596	0	0	0.0581	0.0384	0.0182	0.0186	0	0.0239	0.0208	0	0	0.1037	0.0154	0.0639	0.0171	0.0438	0.0204	0.0871	0	0.0519	0.0394	0.0236	0.0634	0.0298	0	0.0542	0	0.0638	0
15__80098416__80122800__15:80098416|80122800	0.0612	0.1692	0.1036	0.1509	0.0953	0.1951	0.1026	0.0816	0	0.2624	0.1589	0.103	0.1265	0.2129	0.2881	0.2006	0.1119	0.1006	0.0717	0.0831	0.0685	0.1289	0.0741	0.0615	0.1437	0.2047	0.2192	0.2653	0.0522	0.2071	0.1901	0.0985	0.1257	0.1426	0.0596	0.3411	0.1085	0.119	0.085	0.1737
15__80120328__80122800__15:80120328|80122800	0.9176	0.877	1.4508	1.4392	0.9722	1.6662	0.6495	0.7754	0.838	1.3835	0.9732	0.927	0.743	2.3226	1.2484	1.6048	1.3238	1.5694	0.8129	0.8099	1.4718	0.9021	1.5258	0.8611	1.0858	1.2963	0.9426	2.0608	0.592	1.1631	1.4346	1.3004	1.2569	1.2833	1.133	1.8491	0.904	1.0706	1.318	1.1506
15__82813103__82819488__15:82813103|82819488	0.0612	0.0923	0.1451	0.0232	0	0.015	0	0	0	0.1193	0	0.103	0.0474	0.0387	0	0.1277	0.0932	0	0.0478	0.1454	0	0.0515	0.1333	0	0.0319	0.0171	0.1315	0	0	0.0159	0.1728	0.0394	0	0.0475	0.1491	0.018	0.0181	0	0.0213	0.1303
15__82813103__82826846__15:82813103|82826846	0.0408	0.0615	0	0	0.0381	0.06	0	0	0	0	0.0199	0	0	0.0581	0	0	0	0	0.0239	0	0	0.0515	0.0148	0.0615	0.0319	0	0	0	0	0	0.0519	0	0	0.0158	0	0.0359	0.0362	0	0.0638	0.0651
15__84680713__84691644__15:84680713|84691644	0.1835	0.4616	0.4767	0.5919	0.3813	0.6755	0.2564	0.2041	0.1676	0.5248	0.6157	0.3708	0.5375	0.9484	0.6722	0.4377	0.5594	0.7244	0.2869	0.3738	0.3423	0.5155	0.4148	0.3537	0.6387	0.5117	0.5042	0.8774	0.2786	0.3824	0.6395	0.5714	0.597	0.4278	0.2087	0.9156	0.3616	0.489	0.3827	0.4993
15__84687625__84691644__15:84687625|84691644	0.1427	0.1846	0.1244	0.1509	0.1334	0.1501	0.0684	0.1224	0.0559	0.2147	0.0397	0.1648	0.1423	0.2903	0.1536	0.1094	0.1678	0.2012	0.0956	0.0831	0.1027	0.1031	0.1333	0.1999	0.1437	0.0853	0.1973	0.2244	0.1045	0.1115	0.2766	0.197	0.1885	0.1109	0.1789	0.2513	0.0542	0.1586	0.1063	0.0217
15__85067014__85083644__15:85067014|85083644	0.0816	0	0	0.0464	0.0191	0	0.0342	0	0.0372	0.0239	0.0596	0.0206	0.079	0.0387	0.0192	0.0182	0.0373	0.0604	0.0478	0.0208	0	0.0515	0.0148	0	0.0479	0.0512	0.0658	0.0612	0.0522	0.0319	0.1037	0.0394	0	0.0158	0	0	0	0	0.085	0
15__85113873__85115487__15:85113873|85115487	0.0816	0.2308	0.228	0.1857	0.2288	0.1951	0.188	0.0204	0.1117	0.2624	0.1788	0.2884	0.2371	0.329	0.2113	0.2006	0.2051	0.3219	0.263	0.2492	0.2396	0.2577	0.1333	0.2922	0.1756	0.0171	0.263	0.3061	0.1741	0.0956	0.2766	0.1576	0.1885	0.2218	0	0.3591	0.3977	0.2643	0.1276	0.1954
15__85113873__85121014__15:85113873|85121014	0.0612	0.1077	0.2073	0.1857	0.1716	0.1201	0.0684	0	0.0559	0.2147	0.0993	0.1648	0.1107	0.2129	0.1729	0.1277	0.1119	0	0	0.0415	0.2054	0.2577	0.0296	0	0.1756	0.0682	0.0219	0.2244	0.1567	0.0956	0.1556	0.1379	0.0157	0.1743	0.3578	0.2154	0	0.1454	0.085	0.0651
15__89113725__89116521__15:89113725|89116521	0.6525	1.0154	0.8083	1.2651	0.4194	0.8857	0.3419	0.4081	0.3911	0.7156	0.6753	0.8652	0.7114	1.6258	1.0755	0.5836	0.4848	0.9658	0.6456	0.8929	0.5476	0.9794	0.5925	0.7227	0.974	0.9211	0.9426	1.2855	0.5746	0.8285	0.9852	1.064	0.7306	0.3961	0.656	1.7953	0.5785	0.8856	0.8078	0.8033
15__90441506__90443478__15:90441506|90443478	0.1223	0.2308	0.2694	0.1973	0.1716	0.2102	0.1538	0.0816	0.1304	0.2863	0.2582	0.2266	0.1265	0.4065	0.1729	0.1459	0.1492	0.2415	0.2152	0.2284	0.2396	0.1546	0.2074	0.2614	0.3353	0.3582	0.263	0.4285	0.2264	0.239	0.3457	0.2167	0.4085	0.1743	0.1491	0.3052	0.1989	0.1983	0.1063	0.2388
15__90486954__90492711__15:90486954|90492711	0.0816	0	0.2694	0.1393	0.0572	0.0751	0.0171	0	0.0372	0.0716	0.0397	0.0824	0.0632	0.1161	0.0576	0.1459	0.0559	0.1006	0.0478	0	0.0342	0.0258	0.0296	0.0308	0.1437	0.0512	0.0438	0.1224	0.1045	0.0159	0.0864	0.0394	0.0393	0.1109	0.0596	0	0.0362	0.0264	0.1063	0.0651
15__90638446__90641199__15:90638446|90641199	0.102	0.0615	0.0415	0.0929	0.0191	0.0901	0	0.0204	0.0372	0.0954	0.0397	0.103	0.0632	0.0387	0.0384	0.0547	0.0373	0.0604	0.0956	0.0208	0	0.0515	0	0.0308	0.0479	0.0853	0.0438	0.0816	0.0348	0.0319	0.0691	0.0788	0.0786	0.0317	0.0298	0.1077	0.0362	0.0661	0.085	0.0651
15__92945821__92967513__15:92945821|92967513	0.0816	0.0308	0	0.0696	0.0191	0	0.0513	0	0.0186	0.0477	0.0397	0	0.079	0.0774	0.096	0.1824	0.1119	0.1207	0	0.1038	0	0	0	0.0769	0.0639	0.0512	0.1096	0.0816	0.0697	0.0159	0.0173	0.0591	0	0.0792	0	0.0359	0.0723	0.1322	0.0638	0
15__92953357__92956649__15:92953357|92956649	0.0612	0.0308	0.0829	0.0929	0.0572	0.1351	0.0513	0.0612	0.1117	0.0954	0.0199	0.0618	0.079	0.1742	0.0768	0.0912	0.0186	0.1207	0.0239	0.0831	0.1027	0.0773	0.0593	0.123	0.1437	0.0853	0.1315	0.0612	0.0697	0.0637	0.121	0.1379	0.0943	0.1584	0.0596	0.1077	0.0904	0.0397	0.085	0.1737
